"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Ovary"	"27040"	"Massachusetts"	"25"	"2007"	"2007"	351	3321653	10.6
	"Ovary"	"27040"	"Massachusetts"	"25"	"2008"	"2008"	320	3340730	9.6
	"Ovary"	"27040"	"Massachusetts"	"25"	"2009"	"2009"	335	3365859	10.0
	"Ovary"	"27040"	"Massachusetts"	"25"	"2010"	"2010"	308	3389004	9.1
	"Ovary"	"27040"	"Massachusetts"	"25"	"2011"	"2011"	367	3411048	10.8
	"Ovary"	"27040"	"Massachusetts"	"25"	"2012"	"2012"	322	3431387	9.4
	"Ovary"	"27040"	"Massachusetts"	"25"	"2013"	"2013"	363	3457699	10.5
	"Ovary"	"27040"	"Michigan"	"26"	"1999"	"1999"	533	5047770	10.6
	"Ovary"	"27040"	"Michigan"	"26"	"2000"	"2000"	513	5072182	10.1
	"Ovary"	"27040"	"Michigan"	"26"	"2001"	"2001"	499	5089289	9.8
	"Ovary"	"27040"	"Michigan"	"26"	"2002"	"2002"	548	5100171	10.7
	"Ovary"	"27040"	"Michigan"	"26"	"2003"	"2003"	496	5110521	9.7
	"Ovary"	"27040"	"Michigan"	"26"	"2004"	"2004"	516	5117929	10.1
	"Ovary"	"27040"	"Michigan"	"26"	"2005"	"2005"	539	5114320	10.5
	"Ovary"	"27040"	"Michigan"	"26"	"2006"	"2006"	539	5106621	10.6
	"Ovary"	"27040"	"Michigan"	"26"	"2007"	"2007"	534	5091035	10.5
	"Ovary"	"27040"	"Michigan"	"26"	"2008"	"2008"	481	5065899	9.5
	"Ovary"	"27040"	"Michigan"	"26"	"2009"	"2009"	483	5044338	9.6
	"Ovary"	"27040"	"Michigan"	"26"	"2010"	"2010"	517	5031887	10.3
	"Ovary"	"27040"	"Michigan"	"26"	"2011"	"2011"	486	5030379	9.7
	"Ovary"	"27040"	"Michigan"	"26"	"2012"	"2012"	516	5032443	10.3
	"Ovary"	"27040"	"Michigan"	"26"	"2013"	"2013"	543	5037938	10.8
	"Ovary"	"27040"	"Minnesota"	"27"	"1999"	"1999"	226	2462931	9.2
	"Ovary"	"27040"	"Minnesota"	"27"	"2000"	"2000"	240	2490622	9.6
	"Ovary"	"27040"	"Minnesota"	"27"	"2001"	"2001"	250	2514149	9.9
	"Ovary"	"27040"	"Minnesota"	"27"	"2002"	"2002"	238	2531205	9.4
	"Ovary"	"27040"	"Minnesota"	"27"	"2003"	"2003"	253	2546999	9.9
	"Ovary"	"27040"	"Minnesota"	"27"	"2004"	"2004"	253	2564037	9.9
	"Ovary"	"27040"	"Minnesota"	"27"	"2005"	"2005"	261	2579546	10.1
	"Ovary"	"27040"	"Minnesota"	"27"	"2006"	"2006"	248	2600951	9.5
	"Ovary"	"27040"	"Minnesota"	"27"	"2007"	"2007"	217	2622551	8.3
	"Ovary"	"27040"	"Minnesota"	"27"	"2008"	"2008"	266	2642672	10.1
	"Ovary"	"27040"	"Minnesota"	"27"	"2009"	"2009"	252	2659958	9.5
	"Ovary"	"27040"	"Minnesota"	"27"	"2010"	"2010"	250	2675249	9.3
	"Ovary"	"27040"	"Minnesota"	"27"	"2011"	"2011"	249	2692444	9.2
	"Ovary"	"27040"	"Minnesota"	"27"	"2012"	"2012"	243	2708627	9.0
	"Ovary"	"27040"	"Minnesota"	"27"	"2013"	"2013"	240	2728895	8.8
	"Ovary"	"27040"	"Mississippi"	"28"	"1999"	"1999"	136	1464581	9.3
	"Ovary"	"27040"	"Mississippi"	"28"	"2000"	"2000"	138	1472553	9.4
	"Ovary"	"27040"	"Mississippi"	"28"	"2001"	"2001"	134	1473486	9.1
	"Ovary"	"27040"	"Mississippi"	"28"	"2002"	"2002"	136	1475412	9.2
	"Ovary"	"27040"	"Mississippi"	"28"	"2003"	"2003"	113	1479611	7.6
	"Ovary"	"27040"	"Mississippi"	"28"	"2004"	"2004"	127	1490115	8.5
	"Ovary"	"27040"	"Mississippi"	"28"	"2005"	"2005"	139	1482601	9.4
	"Ovary"	"27040"	"Mississippi"	"28"	"2006"	"2006"	137	1496313	9.2
	"Ovary"	"27040"	"Mississippi"	"28"	"2007"	"2007"	124	1507071	8.2
	"Ovary"	"27040"	"Mississippi"	"28"	"2008"	"2008"	121	1516955	8.0
	"Ovary"	"27040"	"Mississippi"	"28"	"2009"	"2009"	126	1522000	8.3
	"Ovary"	"27040"	"Mississippi"	"28"	"2010"	"2010"	119	1528133	7.8
	"Ovary"	"27040"	"Mississippi"	"28"	"2011"	"2011"	128	1531289	8.4
	"Ovary"	"27040"	"Mississippi"	"28"	"2012"	"2012"	121	1534415	7.9
	"Ovary"	"27040"	"Mississippi"	"28"	"2013"	"2013"	128	1537674	8.3
	"Ovary"	"27040"	"Missouri"	"29"	"1999"	"1999"	299	2860166	10.5
	"Ovary"	"27040"	"Missouri"	"29"	"2000"	"2000"	274	2879787	9.5
	"Ovary"	"27040"	"Missouri"	"29"	"2001"	"2001"	333	2895476	11.5
	"Ovary"	"27040"	"Missouri"	"29"	"2002"	"2002"	300	2910476	10.3
	"Ovary"	"27040"	"Missouri"	"29"	"2003"	"2003"	318	2926556	10.9
	"Ovary"	"27040"	"Missouri"	"29"	"2004"	"2004"	295	2942685	10.0
	"Ovary"	"27040"	"Missouri"	"29"	"2005"	"2005"	252	2962870	8.5
	"Ovary"	"27040"	"Missouri"	"29"	"2006"	"2006"	317	2987563	10.6
	"Ovary"	"27040"	"Missouri"	"29"	"2007"	"2007"	264	3007493	8.8
	"Ovary"	"27040"	"Missouri"	"29"	"2008"	"2008"	256	3024837	8.5
	"Ovary"	"27040"	"Missouri"	"29"	"2009"	"2009"	274	3042021	9.0
	"Ovary"	"27040"	"Missouri"	"29"	"2010"	"2010"	282	3058735	9.2
	"Ovary"	"27040"	"Missouri"	"29"	"2011"	"2011"	264	3065538	8.6
	"Ovary"	"27040"	"Missouri"	"29"	"2012"	"2012"	283	3072530	9.2
	"Ovary"	"27040"	"Missouri"	"29"	"2013"	"2013"	289	3080870	9.4
	"Ovary"	"27040"	"Montana"	"30"	"1999"	"1999"	52	450543	11.5
	"Ovary"	"27040"	"Montana"	"30"	"2000"	"2000"	50	453425	11.0
	"Ovary"	"27040"	"Montana"	"30"	"2001"	"2001"	43	454683	9.5
	"Ovary"	"27040"	"Montana"	"30"	"2002"	"2002"	64	456712	14.0
	"Ovary"	"27040"	"Montana"	"30"	"2003"	"2003"	51	460116	11.1
	"Ovary"	"27040"	"Montana"	"30"	"2004"	"2004"	52	465000	11.2
	"Ovary"	"27040"	"Montana"	"30"	"2005"	"2005"	59	469780	12.6
	"Ovary"	"27040"	"Montana"	"30"	"2006"	"2006"	50	475341	10.5
	"Ovary"	"27040"	"Montana"	"30"	"2007"	"2007"	55	480939	11.4
	"Ovary"	"27040"	"Montana"	"30"	"2008"	"2008"	53	486477	10.9
	"Ovary"	"27040"	"Montana"	"30"	"2009"	"2009"	63	490122	12.9
	"Ovary"	"27040"	"Montana"	"30"	"2010"	"2010"	56	493365	11.4
	"Ovary"	"27040"	"Montana"	"30"	"2011"	"2011"	60	496704	12.1
	"Ovary"	"27040"	"Montana"	"30"	"2012"	"2012"	56	500433	11.2
	"Ovary"	"27040"	"Montana"	"30"	"2013"	"2013"	51	505301	10.1
	"Ovary"	"27040"	"Nebraska"	"31"	"1999"	"1999"	77	865531	8.9
	"Ovary"	"27040"	"Nebraska"	"31"	"2000"	"2000"	93	868980	10.7
	"Ovary"	"27040"	"Nebraska"	"31"	"2001"	"2001"	90	871208	10.3
	"Ovary"	"27040"	"Nebraska"	"31"	"2002"	"2002"	90	874803	10.3
	"Ovary"	"27040"	"Nebraska"	"31"	"2003"	"2003"	97	879362	11.0
	"Ovary"	"27040"	"Nebraska"	"31"	"2004"	"2004"	80	883984	9.0
	"Ovary"	"27040"	"Nebraska"	"31"	"2005"	"2005"	94	889468	10.6
	"Ovary"	"27040"	"Nebraska"	"31"	"2006"	"2006"	93	894687	10.4
	"Ovary"	"27040"	"Nebraska"	"31"	"2007"	"2007"	80	900106	8.9
	"Ovary"	"27040"	"Nebraska"	"31"	"2008"	"2008"	76	905814	8.4
	"Ovary"	"27040"	"Nebraska"	"31"	"2009"	"2009"	94	913619	10.3
	"Ovary"	"27040"	"Nebraska"	"31"	"2010"	"2010"	81	921502	8.8
	"Ovary"	"27040"	"Nebraska"	"31"	"2011"	"2011"	67	926934	7.2
	"Ovary"	"27040"	"Nebraska"	"31"	"2012"	"2012"	74	933453	7.9
	"Ovary"	"27040"	"Nebraska"	"31"	"2013"	"2013"	87	939192	9.3
	"Ovary"	"27040"	"Nevada"	"32"	"1999"	"1999"	82	949422	8.6
	"Ovary"	"27040"	"Nevada"	"32"	"2000"	"2000"	63	990315	6.4
	"Ovary"	"27040"	"Nevada"	"32"	"2001"	"2001"	96	1030850	9.3
	"Ovary"	"27040"	"Nevada"	"32"	"2002"	"2002"	99	1069764	9.3
	"Ovary"	"27040"	"Nevada"	"32"	"2003"	"2003"	97	1108135	8.8
	"Ovary"	"27040"	"Nevada"	"32"	"2004"	"2004"	111	1156586	9.6
	"Ovary"	"27040"	"Nevada"	"32"	"2005"	"2005"	104	1198846	8.7
	"Ovary"	"27040"	"Nevada"	"32"	"2006"	"2006"	94	1243993	7.6
	"Ovary"	"27040"	"Nevada"	"32"	"2007"	"2007"	87	1284052	6.8
	"Ovary"	"27040"	"Nevada"	"32"	"2008"	"2008"	88	1310601	6.7
	"Ovary"	"27040"	"Nevada"	"32"	"2009"	"2009"	95	1327618	7.2
	"Ovary"	"27040"	"Nevada"	"32"	"2010"	"2010"	99	1338613	7.4
	"Ovary"	"27040"	"Nevada"	"32"	"2011"	"2011"	105	1347751	7.8
	"Ovary"	"27040"	"Nevada"	"32"	"2012"	"2012"	109	1367196	8.0
	"Ovary"	"27040"	"Nevada"	"32"	"2013"	"2013"	114	1387157	8.2
	"Ovary"	"27040"	"New Hampshire"	"33"	"1999"	"1999"	60	621409	9.7
	"Ovary"	"27040"	"New Hampshire"	"33"	"2000"	"2000"	56	630111	8.9
	"Ovary"	"27040"	"New Hampshire"	"33"	"2001"	"2001"	55	637412	8.6
	"Ovary"	"27040"	"New Hampshire"	"33"	"2002"	"2002"	66	643680	10.3
	"Ovary"	"27040"	"New Hampshire"	"33"	"2003"	"2003"	66	648513	10.2
	"Ovary"	"27040"	"New Hampshire"	"33"	"2004"	"2004"	75	653845	11.5
	"Ovary"	"27040"	"New Hampshire"	"33"	"2005"	"2005"	56	657932	8.5
	"Ovary"	"27040"	"New Hampshire"	"33"	"2006"	"2006"	68	662773	10.3
	"Ovary"	"27040"	"New Hampshire"	"33"	"2007"	"2007"	56	664987	8.4
	"Ovary"	"27040"	"New Hampshire"	"33"	"2008"	"2008"	63	666576	9.5
	"Ovary"	"27040"	"New Hampshire"	"33"	"2009"	"2009"	74	666875	11.1
	"Ovary"	"27040"	"New Hampshire"	"33"	"2010"	"2010"	65	667087	9.7
	"Ovary"	"27040"	"New Hampshire"	"33"	"2011"	"2011"	61	667297	9.1
	"Ovary"	"27040"	"New Hampshire"	"33"	"2012"	"2012"	62	669199	9.3
	"Ovary"	"27040"	"New Hampshire"	"33"	"2013"	"2013"	67	669630	10.0
	"Ovary"	"27040"	"New Jersey"	"34"	"1999"	"1999"	477	4304271	11.1
	"Ovary"	"27040"	"New Jersey"	"34"	"2000"	"2000"	488	4340112	11.2
	"Ovary"	"27040"	"New Jersey"	"34"	"2001"	"2001"	510	4369932	11.7
	"Ovary"	"27040"	"New Jersey"	"34"	"2002"	"2002"	527	4398801	12.0
	"Ovary"	"27040"	"New Jersey"	"34"	"2003"	"2003"	512	4421964	11.6
	"Ovary"	"27040"	"New Jersey"	"34"	"2004"	"2004"	456	4436964	10.3
	"Ovary"	"27040"	"New Jersey"	"34"	"2005"	"2005"	446	4443545	10.0
	"Ovary"	"27040"	"New Jersey"	"34"	"2006"	"2006"	499	4448099	11.2
	"Ovary"	"27040"	"New Jersey"	"34"	"2007"	"2007"	490	4455148	11.0
	"Ovary"	"27040"	"New Jersey"	"34"	"2008"	"2008"	482	4469901	10.8
	"Ovary"	"27040"	"New Jersey"	"34"	"2009"	"2009"	449	4493506	10.0
	"Ovary"	"27040"	"New Jersey"	"34"	"2010"	"2010"	480	4517808	10.6
	"Ovary"	"27040"	"New Jersey"	"34"	"2011"	"2011"	483	4534048	10.7
	"Ovary"	"27040"	"New Jersey"	"34"	"2012"	"2012"	444	4548963	9.8
	"Ovary"	"27040"	"New Jersey"	"34"	"2013"	"2013"	391	4564614	8.6
	"Ovary"	"27040"	"New Mexico"	"35"	"1999"	"1999"	64	918661	7.0
	"Ovary"	"27040"	"New Mexico"	"35"	"2000"	"2000"	82	925624	8.9
	"Ovary"	"27040"	"New Mexico"	"35"	"2001"	"2001"	87	930387	9.4
	"Ovary"	"27040"	"New Mexico"	"35"	"2002"	"2002"	71	941856	7.5
	"Ovary"	"27040"	"New Mexico"	"35"	"2003"	"2003"	94	952303	9.9
	"Ovary"	"27040"	"New Mexico"	"35"	"2004"	"2004"	72	964738	7.5
	"Ovary"	"27040"	"New Mexico"	"35"	"2005"	"2005"	92	978520	9.4
	"Ovary"	"27040"	"New Mexico"	"35"	"2006"	"2006"	93	993969	9.4
	"Ovary"	"27040"	"New Mexico"	"35"	"2007"	"2007"	79	1007922	7.8
	"Ovary"	"27040"	"New Mexico"	"35"	"2008"	"2008"	104	1018578	10.2
	"Ovary"	"27040"	"New Mexico"	"35"	"2009"	"2009"	79	1031238	7.7
	"Ovary"	"27040"	"New Mexico"	"35"	"2010"	"2010"	91	1044501	8.7
	"Ovary"	"27040"	"New Mexico"	"35"	"2011"	"2011"	111	1050687	10.6
	"Ovary"	"27040"	"New Mexico"	"35"	"2012"	"2012"	97	1052861	9.2
	"Ovary"	"27040"	"New Mexico"	"35"	"2013"	"2013"	86	1053589	8.2
	"Ovary"	"27040"	"New York"	"36"	"1999"	"1999"	988	9777654	10.1
	"Ovary"	"27040"	"New York"	"36"	"2000"	"2000"	1026	9842061	10.4
	"Ovary"	"27040"	"New York"	"36"	"2001"	"2001"	1007	9878713	10.2
	"Ovary"	"27040"	"New York"	"36"	"2002"	"2002"	1014	9902927	10.2
	"Ovary"	"27040"	"New York"	"36"	"2003"	"2003"	1053	9917810	10.6
	"Ovary"	"27040"	"New York"	"36"	"2004"	"2004"	1012	9913527	10.2
	"Ovary"	"27040"	"New York"	"36"	"2005"	"2005"	1051	9887467	10.6
	"Ovary"	"27040"	"New York"	"36"	"2006"	"2006"	1032	9871401	10.5
	"Ovary"	"27040"	"New York"	"36"	"2007"	"2007"	958	9881510	9.7
	"Ovary"	"27040"	"New York"	"36"	"2008"	"2008"	993	9918841	10.0
	"Ovary"	"27040"	"New York"	"36"	"2009"	"2009"	947	9966620	9.5
	"Ovary"	"27040"	"New York"	"36"	"2010"	"2010"	950	10010306	9.5
	"Ovary"	"27040"	"New York"	"36"	"2011"	"2011"	969	10066929	9.6
	"Ovary"	"27040"	"New York"	"36"	"2012"	"2012"	963	10101895	9.5
	"Ovary"	"27040"	"New York"	"36"	"2013"	"2013"	994	10144846	9.8
	"Ovary"	"27040"	"North Carolina"	"37"	"1999"	"1999"	401	4062710	9.9
	"Ovary"	"27040"	"North Carolina"	"37"	"2000"	"2000"	376	4119034	9.1
	"Ovary"	"27040"	"North Carolina"	"37"	"2001"	"2001"	382	4187317	9.1
	"Ovary"	"27040"	"North Carolina"	"37"	"2002"	"2002"	438	4250179	10.3
	"Ovary"	"27040"	"North Carolina"	"37"	"2003"	"2003"	407	4313901	9.4
	"Ovary"	"27040"	"North Carolina"	"37"	"2004"	"2004"	417	4376070	9.5
	"Ovary"	"27040"	"North Carolina"	"37"	"2005"	"2005"	443	4457189	9.9
	"Ovary"	"27040"	"North Carolina"	"37"	"2006"	"2006"	419	4563152	9.2
	"Ovary"	"27040"	"North Carolina"	"37"	"2007"	"2007"	397	4677313	8.5
	"Ovary"	"27040"	"North Carolina"	"37"	"2008"	"2008"	412	4771376	8.6
	"Ovary"	"27040"	"North Carolina"	"37"	"2009"	"2009"	423	4846501	8.7
	"Ovary"	"27040"	"North Carolina"	"37"	"2010"	"2010"	430	4899997	8.8
	"Ovary"	"27040"	"North Carolina"	"37"	"2011"	"2011"	432	4951950	8.7
	"Ovary"	"27040"	"North Carolina"	"37"	"2012"	"2012"	469	4999698	9.4
	"Ovary"	"27040"	"North Carolina"	"37"	"2013"	"2013"	425	5049628	8.4
	"Ovary"	"27040"	"North Dakota"	"38"	"1999"	"1999"	31	322617	9.6
	"Ovary"	"27040"	"North Dakota"	"38"	"2000"	"2000"	37	321555	11.5
	"Ovary"	"27040"	"North Dakota"	"38"	"2001"	"2001"	30	319787	9.4
	"Ovary"	"27040"	"North Dakota"	"38"	"2002"	"2002"	31	319017	9.7
	"Ovary"	"27040"	"North Dakota"	"38"	"2003"	"2003"	37	318896	11.6
	"Ovary"	"27040"	"North Dakota"	"38"	"2004"	"2004"	26	321008	8.1
	"Ovary"	"27040"	"North Dakota"	"38"	"2005"	"2005"	35	321543	10.9
	"Ovary"	"27040"	"North Dakota"	"38"	"2006"	"2006"	36	322583	11.2
	"Ovary"	"27040"	"North Dakota"	"38"	"2007"	"2007"	34	324066	10.5
	"Ovary"	"27040"	"North Dakota"	"38"	"2008"	"2008"	38	326131	11.7
	"Ovary"	"27040"	"North Dakota"	"38"	"2009"	"2009"	37	329674	11.2
	"Ovary"	"27040"	"North Dakota"	"38"	"2010"	"2010"	30	333355	9.0
	"Ovary"	"27040"	"North Dakota"	"38"	"2011"	"2011"	25	338081	7.4
	"Ovary"	"27040"	"North Dakota"	"38"	"2012"	"2012"	17	344503	4.9
	"Ovary"	"27040"	"North Dakota"	"38"	"2013"	"2013"	25	353611	7.1
	"Ovary"	"27040"	"Ohio"	"39"	"1999"	"1999"	562	5835017	9.6
	"Ovary"	"27040"	"Ohio"	"39"	"2000"	"2000"	561	5845425	9.6
	"Ovary"	"27040"	"Ohio"	"39"	"2001"	"2001"	640	5853691	10.9
	"Ovary"	"27040"	"Ohio"	"39"	"2002"	"2002"	620	5859385	10.6
	"Ovary"	"27040"	"Ohio"	"39"	"2003"	"2003"	663	5868535	11.3
	"Ovary"	"27040"	"Ohio"	"39"	"2004"	"2004"	659	5874411	11.2
	"Ovary"	"27040"	"Ohio"	"39"	"2005"	"2005"	578	5876703	9.8
	"Ovary"	"27040"	"Ohio"	"39"	"2006"	"2006"	558	5883067	9.5
	"Ovary"	"27040"	"Ohio"	"39"	"2007"	"2007"	582	5890965	9.9
	"Ovary"	"27040"	"Ohio"	"39"	"2008"	"2008"	579	5896594	9.8
	"Ovary"	"27040"	"Ohio"	"39"	"2009"	"2009"	654	5902018	11.1
	"Ovary"	"27040"	"Ohio"	"39"	"2010"	"2010"	617	5905745	10.4
	"Ovary"	"27040"	"Ohio"	"39"	"2011"	"2011"	552	5905376	9.3
	"Ovary"	"27040"	"Ohio"	"39"	"2012"	"2012"	600	5903863	10.2
	"Ovary"	"27040"	"Ohio"	"39"	"2013"	"2013"	584	5911393	9.9
	"Ovary"	"27040"	"Oklahoma"	"40"	"1999"	"1999"	152	1748783	8.7
	"Ovary"	"27040"	"Oklahoma"	"40"	"2000"	"2000"	164	1756493	9.3
	"Ovary"	"27040"	"Oklahoma"	"40"	"2001"	"2001"	163	1760052	9.3
	"Ovary"	"27040"	"Oklahoma"	"40"	"2002"	"2002"	178	1769080	10.1
	"Ovary"	"27040"	"Oklahoma"	"40"	"2003"	"2003"	181	1777723	10.2
	"Ovary"	"27040"	"Oklahoma"	"40"	"2004"	"2004"	176	1784671	9.9
	"Ovary"	"27040"	"Oklahoma"	"40"	"2005"	"2005"	187	1796475	10.4
	"Ovary"	"27040"	"Oklahoma"	"40"	"2006"	"2006"	189	1818693	10.4
	"Ovary"	"27040"	"Oklahoma"	"40"	"2007"	"2007"	175	1837175	9.5
	"Ovary"	"27040"	"Oklahoma"	"40"	"2008"	"2008"	166	1854771	8.9
	"Ovary"	"27040"	"Oklahoma"	"40"	"2009"	"2009"	169	1878034	9.0
	"Ovary"	"27040"	"Oklahoma"	"40"	"2010"	"2010"	190	1899447	10.0
	"Ovary"	"27040"	"Oklahoma"	"40"	"2011"	"2011"	181	1912324	9.5
	"Ovary"	"27040"	"Oklahoma"	"40"	"2012"	"2012"	206	1927546	10.7
	"Ovary"	"27040"	"Oklahoma"	"40"	"2013"	"2013"	210	1945385	10.8
	"Ovary"	"27040"	"Oregon"	"41"	"1999"	"1999"	191	1712226	11.2
	"Ovary"	"27040"	"Oregon"	"41"	"2000"	"2000"	201	1728647	11.6
	"Ovary"	"27040"	"Oregon"	"41"	"2001"	"2001"	196	1747889	11.2
	"Ovary"	"27040"	"Oregon"	"41"	"2002"	"2002"	211	1771126	11.9
	"Ovary"	"27040"	"Oregon"	"41"	"2003"	"2003"	186	1788805	10.4
	"Ovary"	"27040"	"Oregon"	"41"	"2004"	"2004"	245	1800377	13.6
	"Ovary"	"27040"	"Oregon"	"41"	"2005"	"2005"	214	1823447	11.7
	"Ovary"	"27040"	"Oregon"	"41"	"2006"	"2006"	213	1853117	11.5
	"Ovary"	"27040"	"Oregon"	"41"	"2007"	"2007"	211	1879347	11.2
	"Ovary"	"27040"	"Oregon"	"41"	"2008"	"2008"	208	1903535	10.9
	"Ovary"	"27040"	"Oregon"	"41"	"2009"	"2009"	212	1923209	11.0
	"Ovary"	"27040"	"Oregon"	"41"	"2010"	"2010"	225	1938864	11.6
	"Ovary"	"27040"	"Oregon"	"41"	"2011"	"2011"	226	1954632	11.6
	"Ovary"	"27040"	"Oregon"	"41"	"2012"	"2012"	224	1970420	11.4
	"Ovary"	"27040"	"Oregon"	"41"	"2013"	"2013"	219	1985573	11.0
	"Ovary"	"27040"	"Pennsylvania"	"42"	"1999"	"1999"	795	6347064	12.5
	"Ovary"	"27040"	"Pennsylvania"	"42"	"2000"	"2000"	763	6351999	12.0
	"Ovary"	"27040"	"Pennsylvania"	"42"	"2001"	"2001"	865	6354395	13.6
	"Ovary"	"27040"	"Pennsylvania"	"42"	"2002"	"2002"	778	6363832	12.2
	"Ovary"	"27040"	"Pennsylvania"	"42"	"2003"	"2003"	774	6377894	12.1
	"Ovary"	"27040"	"Pennsylvania"	"42"	"2004"	"2004"	753	6390749	11.8
	"Ovary"	"27040"	"Pennsylvania"	"42"	"2005"	"2005"	819	6405053	12.8
	"Ovary"	"27040"	"Pennsylvania"	"42"	"2006"	"2006"	809	6429312	12.6
	"Ovary"	"27040"	"Pennsylvania"	"42"	"2007"	"2007"	804	6452087	12.5
	"Ovary"	"27040"	"Pennsylvania"	"42"	"2008"	"2008"	762	6473295	11.8
	"Ovary"	"27040"	"Pennsylvania"	"42"	"2009"	"2009"	787	6497024	12.1
	"Ovary"	"27040"	"Pennsylvania"	"42"	"2010"	"2010"	731	6515094	11.2
	"Ovary"	"27040"	"Pennsylvania"	"42"	"2011"	"2011"	691	6527531	10.6
	"Ovary"	"27040"	"Pennsylvania"	"42"	"2012"	"2012"	731	6535007	11.2
	"Ovary"	"27040"	"Pennsylvania"	"42"	"2013"	"2013"	715	6534256	10.9
	"Ovary"	"27040"	"Rhode Island"	"44"	"1999"	"1999"	56	540724	10.4
	"Ovary"	"27040"	"Rhode Island"	"44"	"2000"	"2000"	49	545774	9.0
	"Ovary"	"27040"	"Rhode Island"	"44"	"2001"	"2001"	64	548974	11.7
	"Ovary"	"27040"	"Rhode Island"	"44"	"2002"	"2002"	56	553090	10.1
	"Ovary"	"27040"	"Rhode Island"	"44"	"2003"	"2003"	64	555590	11.5
	"Ovary"	"27040"	"Rhode Island"	"44"	"2004"	"2004"	71	556375	12.8
	"Ovary"	"27040"	"Rhode Island"	"44"	"2005"	"2005"	63	552832	11.4
	"Ovary"	"27040"	"Rhode Island"	"44"	"2006"	"2006"	61	550134	11.1
	"Ovary"	"27040"	"Rhode Island"	"44"	"2007"	"2007"	60	546859	11.0
	"Ovary"	"27040"	"Rhode Island"	"44"	"2008"	"2008"	47	545412	8.6
	"Ovary"	"27040"	"Rhode Island"	"44"	"2009"	"2009"	51	544764	9.4
	"Ovary"	"27040"	"Rhode Island"	"44"	"2010"	"2010"	46	544439	8.4
	"Ovary"	"27040"	"Rhode Island"	"44"	"2011"	"2011"	43	542994	7.9
	"Ovary"	"27040"	"Rhode Island"	"44"	"2012"	"2012"	50	543292	9.2
	"Ovary"	"27040"	"Rhode Island"	"44"	"2013"	"2013"	47	543165	8.7
	"Ovary"	"27040"	"South Carolina"	"45"	"1999"	"1999"	193	2045606	9.4
	"Ovary"	"27040"	"South Carolina"	"45"	"2000"	"2000"	175	2068627	8.5
	"Ovary"	"27040"	"South Carolina"	"45"	"2001"	"2001"	161	2089963	7.7
	"Ovary"	"27040"	"South Carolina"	"45"	"2002"	"2002"	188	2111069	8.9
	"Ovary"	"27040"	"South Carolina"	"45"	"2003"	"2003"	201	2133967	9.4
	"Ovary"	"27040"	"South Carolina"	"45"	"2004"	"2004"	212	2162305	9.8
	"Ovary"	"27040"	"South Carolina"	"45"	"2005"	"2005"	191	2192345	8.7
	"Ovary"	"27040"	"South Carolina"	"45"	"2006"	"2006"	210	2237655	9.4
	"Ovary"	"27040"	"South Carolina"	"45"	"2007"	"2007"	232	2280792	10.2
	"Ovary"	"27040"	"South Carolina"	"45"	"2008"	"2008"	220	2325047	9.5
	"Ovary"	"27040"	"South Carolina"	"45"	"2009"	"2009"	219	2357030	9.3
	"Ovary"	"27040"	"South Carolina"	"45"	"2010"	"2010"	229	2380716	9.6
	"Ovary"	"27040"	"South Carolina"	"45"	"2011"	"2011"	218	2398994	9.1
	"Ovary"	"27040"	"South Carolina"	"45"	"2012"	"2012"	233	2424751	9.6
	"Ovary"	"27040"	"South Carolina"	"45"	"2013"	"2013"	204	2451551	8.3
	"Ovary"	"27040"	"South Dakota"	"46"	"1999"	"1999"	57	378500	15.1
	"Ovary"	"27040"	"South Dakota"	"46"	"2000"	"2000"	43	380681	11.3
	"Ovary"	"27040"	"South Dakota"	"46"	"2001"	"2001"	47	381537	12.3
	"Ovary"	"27040"	"South Dakota"	"46"	"2002"	"2002"	53	382328	13.9
	"Ovary"	"27040"	"South Dakota"	"46"	"2003"	"2003"	46	383633	12.0
	"Ovary"	"27040"	"South Dakota"	"46"	"2004"	"2004"	34	386677	8.8
	"Ovary"	"27040"	"South Dakota"	"46"	"2005"	"2005"	42	389021	10.8
	"Ovary"	"27040"	"South Dakota"	"46"	"2006"	"2006"	50	392420	12.7
	"Ovary"	"27040"	"South Dakota"	"46"	"2007"	"2007"	43	396650	10.8
	"Ovary"	"27040"	"South Dakota"	"46"	"2008"	"2008"	33	400236	8.2
	"Ovary"	"27040"	"South Dakota"	"46"	"2009"	"2009"	43	403198	10.7
	"Ovary"	"27040"	"South Dakota"	"46"	"2010"	"2010"	34	407801	8.3
	"Ovary"	"27040"	"South Dakota"	"46"	"2011"	"2011"	41	410778	10.0
	"Ovary"	"27040"	"South Dakota"	"46"	"2012"	"2012"	37	415337	8.9
	"Ovary"	"27040"	"South Dakota"	"46"	"2013"	"2013"	35	420590	8.3
	"Ovary"	"27040"	"Tennessee"	"47"	"1999"	"1999"	279	2897466	9.6
	"Ovary"	"27040"	"Tennessee"	"47"	"2000"	"2000"	290	2926133	9.9
	"Ovary"	"27040"	"Tennessee"	"47"	"2001"	"2001"	293	2948421	9.9
	"Ovary"	"27040"	"Tennessee"	"47"	"2002"	"2002"	306	2971873	10.3
	"Ovary"	"27040"	"Tennessee"	"47"	"2003"	"2003"	325	3000983	10.8
	"Ovary"	"27040"	"Tennessee"	"47"	"2004"	"2004"	307	3027931	10.1
